address,allocation
0x6dd45c9df43B99Ddf6F0d980603AdFef07D2572e,10000000000
0x19b5E2D42Ab15b529b4d060E5de8B35938574c82,10000000000
0xF942463eBE78A829dbDf5cE77DB1CE78F32aBf99,10000000000
0x807509a84B9611Fff4281aD267923162F1bcC615,10000000000
0x076b1767E65cD624C4a59475668800ba95488473,10000000000
0x784935532b81dbF1af06C00D525E50A89BC9744E,10000000000
0x459E5CC376513ad9D805dEC9fe733D451dF821c9,10000000000
0xE93Ba9881CB0d49B68e3cB9d14e8163663acBa1c,10000000000
0xb2Eb8eE1899f889f5FAe2bC4bD229E6DfB4550d1,10000000000
0x53881EEfb09C4fA717460B86980D732F81727f86,10000000000
0x0209Cf272F1Cf1B457299cbE0E7EB9FB0Af182A2,10000000000
0xDb8d4Add9cB49ffe248aD447f48795E5308849Ef,10000000000
0x4C6037E41B26Ccc5CF1bc51f3990A6430B2e53E1,10000000000
0x603CaF36046F999872291926AA82cD7e88272513,10000000000
0xAA0aA97F6f83898E41e5Cc53Ee1117Cf6973Da16,10000000000
0xa07F666d050e0ebf4A4aCa9320491a25EB543a47,10000000000
0x440494264694Fa6B29ACE06263AD1aB23dDdba21,10000000000
0x7Bb599Ca0965a0f1B8f3263f830B61758F2819eB,10000000000
0x9aD0873bCc0AbF630e2C278c995329406D40e222,10000000000
0x17854f6Ef60C2b919B06a90dFb5504771354499f,10000000000
0x8B16b94b513526CD1d9424dF8c1CC1DA782B4ADd,10000000000
0x28F82956dAAaF5bE9418549b430Ad3e22D3cf9b1,10000000000
0xBB2c99254693B00029cE694d5DB39C51766C9B24,10000000000
0xE80D5E3E327FeC183B680b6c8d14f58e97Be7C8b,10000000000
0x80b45cBb764B9fC388cb679C01D06c6fB85f0825,10000000000
0xeee6a192D282760dA7929e020E66a1Fa9FF3FCCF,10000000000
0x7717BC8FA5C1955BFB7adD2DC16CbEDd150CF3cd,10000000000
0xffA88bfC1ca5419195d688A5501c55f3F2e26728,10000000000
0x08d4b366f3C3beB8297a54A7fC96DcF800BaAfeD,10000000000
