address,allocation
0x8c546d167cE71A81b5cc0Db07b558408813bBAB5,16465794539265597000000
0xc1449A418633E6f2B5f21CFE0e43a34564A8DA8a,26704969871114090000000
0x687413A9B95A70f53a82749B90fDbc35a3D3A875,10015820898085527000000
0x9dE1614FeF316BC1A409c2592B06428905392805,55609799197742740000000
0xa79AFF4Cb5ac8f1fdCFe3739f4120B6e0996d578,75011566944843130000000
0xff0298Be21297Baedda1570ca3e2b02c1f1e9184,29006785989306120000000
0x0826dc366c008D3EeA3A55291503D09b3EF2B242,36042922587436430000000
0xefb7b5Eaea67aabC7ae72354635199Ef624C5560,87232869820673960000000
0x3cA6247FF2D5D43C250414807A01221a625654F8,23145618329107183000000
0x4a52E4b911f773b8387E10cE85e6B28D5326a206,72920418814288500000000
0x01a2e0b9643757c099e17E764ecc01Fd1aB09bCc,82319380726446630000000
0xb8649Eaa4242D02B9f08657cdc3A68f2C2384BF6,5109512749801673000000
0x86c1eBCf9911D69AE0BB1c50cdfA3d0C4eB1C6d3,55696218996010790000000
0x1a49F508c117C45AD02dB68DB972048551671761,23130240501511256000000
0x1B05c87459A5187bcfFe204A1C73018078DFB50e,27097369398202660000000
0xFd942A671F722dD183F5f6Cfa0CfEbC66e6dc034,78171158126371350000000
0x494B7Ea3C53d7546C9A831EcDE574CCcC0752213,78673972558759310000000
0x8edA4D6CB2Ab51c057301CFf5841a57F5BB558b2,99642077614047290000000
0x03a8af4EDE1430d37E4B5C08ED048EaC81c71fAB,59087037447577240000000
0x20474D649cEe2B43B2D7991137AA410de07A9BA1,87479653600351880000000
0x150722B8998095834c82CA4F3d2c43169af9352e,3562607228078795000000
0xBaC15fe6369AD7179510745f14DE5c2Ef8071675,60411280486159194000000
0xd9737d6bC82da994E96C506Dd63CadB9F49DcFB3,18014639804268532000000
0x74945aA9D3e46d6633DD8b9a160C961e023a6aaB,4914766353915385500000
0x27A6Fd3325DbF54a563229eC809f0A045ae72Eea,15115406794071334000000
0x7044711a556ADba2F516d0350E2F38C1B2AD9225,9438230574162222000000
0xce3EdF5c44926cF628BEF6a2b007630464cFBA93,36559898911600314000000
0xe33a558bee98a9cF0059bc240a6A5A072a515099,48109695597578790000000
0x6Db01d3DA280E0698aF3aF623f7263a3147831B1,13703315422311365000000
0xb53a230c86530Eca94BE6112fEB6bBd277C2ce74,13738403833268028000000
0x1759124314D973239e18bd86359Ba17FaD0F95b7,6221303103944455000000
0xAdEC07D4655925286329b2B09b71B7d22D217Dfd,18187137117600476000000
0x440F394FF86a17Fdc029553FeA066e684149bD2A,11818256611473838000000
0x91D34aDe204224d8fC50394831863A2fC12101B0,47391765343800630000000
0x6F6592313FE3ab856De604C1Fd9f03ad639E9A17,56754127024694420000000
0x1f3D6c51f626033Fd97be7CCc54E7389aFC9d915,16586836960584948000000
0x9B26cBd1811C361BCD9b701E3791a95E182f9A71,9917821900729900000000
0xd0Bd6C5c52d7466eBaA65CdF43ec9459438FAA8b,48750582974906660000000
0x601800b98A496F6e67b155cEd0Fa7c02dc3D458C,66822906003539970000000
0x07604D5F2EE286f63cBE05F08643829f034ef79F,64349333727942685000000
0xA6afeDBa81A539e9217B726B56CF4Aa413F582B4,6441242789577770000000
0xd0F811d7603c8c719DFfD89ac70aB32455949D75,99319706699561250000000
0x8cB2a687ed165D22002413d52e0F1DCCd2e5EcDC,63724323889818545000000
0x8daCc7128592E898d8169b0B38c05B80F633B1A3,37429600940918950000000
0xD9ae0F4f6EDFBF71dCDA6DD83311BA082151B20e,13335806969202262000000
0x7Ab6E8C74FCF32189F0cBcd260D249A7b595523a,88482812456057150000000
0x781E4E0d11e1419C4674386ecc4953a624Fa25A6,45308608764655706000000
0x9F80B5E9C352A636d1d0D0724728B04cF6dc34e9,40203668217347060000000
0xa0eDDcD93f3b411Dc907feEe1D8cd80627eFB6D5,53767781196639920000000
0x3Aa0BC78eB677Af2bed60F76Cd7927Cf0F43F9C8,8357785380513531000000
0x2b6652E98933efbFBFb565cE094818fbE229db41,12439298201293404000000
0xDCAE7E67B3Fdd15b26F0F618099004d5b28681F6,56123558600069010000000
0xBE5fD7E20901A9D42C6c57EE6681Ca9A61e6e8db,75750275384923170000000
0xA8b04F80A137C88d21d6A56D5cB1d42E40839C53,91183448421088030000000
0xc3E42b7ac07e22C7d36782FCF4a687286a762262,8719859332174454000000
0x37416DE6EA1F9E62d2F172C3AF1c72C465d5D2b0,33764663030638360000000
0xCA3757fBCe80e0e8B3D4B071C3df03Bfc8681Aa0,40625154531394990000000
0xb5308f84081Ab0845D616F88d9b0D9cf3420ba42,38986796186445690000000
0x4b6D270e111E93De5196Ca12d3ffFD88bD9Ff92A,90536246649589290000000
0x46A96e4E393d58A501b3a60638758997a0F98a14,52562186765513600000000
0xcD08989b3f215C08897e017828dF3B3408A2F63c,63989674665119660000000
0xA005d993275C8086B019E5E941f43Ce377872f9C,2810140420159776600000
0x8344b6476131c762a8112201b2953f8E27c36B79,91373438090192050000000
0x497CcF7EE874925cF94FA893294C5f17f62dEb63,19246001429188742000000
0xa62F21a3fCEf7FEEBD5e99CD93E0B8646a391073,17428283812756760000000
0x0e47D0bC16304c140Db43b3d85F7dd788BcE544a,65226177361738530000000
0x4Bc3D098B156897f309F6A3857B6BfD5D5EFFC36,32908107636833374000000
0x5A5aED9acd35AAB7e6Ed706DB4a431002B72d2A1,52729965536219690000000
0x9cBFc94333550E8aC61356b7Bd3091F39fd24fFd,96470273761746940000000
0x7fa0CF28af92E90CdfF500e8e57213256CC61255,99359441916365100000000
0xDd034E23E7d259a77c6115a7477D173ae7e49349,53352196602257696000000
0x0e20e99DDcd6D81b69f83e9355b0dbc2D9aAb296,13272942224192398000000
0xF36a2Fa8B33eE5042CfC21129774c5d2f9df29f9,6759022906399396000000
0x7F7afC0393266f877d964494344E309e4B0a52B1,57147307211217696000000
0xad668c405f31A9Ab85bc412d370CFFE457425c1F,24439217161854805000000
0xd2F9A0AC1a608C0eCeAD8719613b59687dDb2c63,17048896717403055000000
0x54350a6bf4191d3ca7db8B29d5e97612Ee87bd0A,10613298874633869000000
0x9A19fC536044078f50Cb2BD13a93F5b9B9ccb71C,4329627606344202000000
0xe36c2bAf027ae1c0de431872128859A3cE5C66C2,47590892054174496000000
